iso3,transition,year,status,cell_area_sum_km2,cell_area_max_km2,natural_loss_sum_km2,natural_loss_max_km2,weight_sum,bfnee_sum_km2,bfnee_max_km2,expected_bfnee_sum_km2,ratio_bf_to_loss,suspicious_old_scale
PHL,2010_2015,2015,ok,359121.80098718405,85.13880157470703,9871.156509979812,84.33184814453125,0.004029689817001269,39.7776988258598,0.3398312032222748,39.77769887029143,0.004029689812500111,FALSE
PNG,1995_2000,2000,ok,507227.3000230789,85.45600128173828,12555.887546163816,85.19837188720703,0.031579750777484594,396.51179927925637,2.6905434131622314,396.5117994979759,0.03157975076006492,FALSE
PNG,2000_2005,2005,ok,507227.3000230789,85.45600128173828,8172.584293315193,85.2334976196289,0.011814337229881686,96.55366678027795,1.0069773197174072,96.55366688085999,0.011814337217574435,FALSE
PNG,2005_2010,2010,ok,507227.3000230789,85.45600128173828,6881.32634950547,85.2083511352539,0.005159967531320406,35.50742057175124,0.4396723210811615,35.5074205358678,0.005159967536535017,FALSE
PNG,2010_2015,2015,ok,507227.3000230789,85.45600128173828,8353.85185787752,85.21683502197266,0.007280177738987299,60.8175263573586,0.620393693447113,60.81752633051761,0.007280177742200307,FALSE
POL,1995_2000,2000,ok,319659.3403072357,56.033199310302734,10294.413633865977,55.543880462646484,0.03504305745415519,360.74772803469267,1.946427345275879,360.74772842840395,0.03504305741591005,FALSE
POL,2000_2005,2005,ok,319659.3403072357,56.033199310302734,3124.7097415027915,55.52391052246094,0.04503395866908669,140.71804916272953,2.5004615783691406,140.71804935172926,0.045033958608601155,FALSE
POL,2005_2010,2010,ok,319659.3403072357,56.033199310302734,2709.1516197526435,49.84288787841797,0.06729925004012312,182.32387243424765,3.354388952255249,182.3238722543377,0.06729925010653134,FALSE
POL,2010_2015,2015,ok,319659.3403072357,56.033199310302734,3035.4719561816587,41.586734771728516,0.08266081188476834,250.91457610800282,3.4375932216644287,250.91457635142186,0.08266081180457685,FALSE
PRK,1995_2000,2000,ok,132238.42192840576,67.55039978027344,6685.9218688012625,65.5306396484375,5.227792455003216e-4,3.495261183445521,0.03425805643200874,3.495261190046024,5.227792445130975e-4,FALSE
PRK,2000_2005,2005,ok,132238.42192840576,67.55039978027344,4791.937538742735,66.686370849609375,1.4744457109974399e-4,0.7065451738979622,0.009832543320953846,0.7065451751366855,1.4744457084124246e-4,FALSE
PRK,2005_2010,2010,ok,132238.42192840576,67.55039978027344,1699.2794993648567,57.961177825927734,7.202866866411316e-5,0.12239684049461985,0.004174866713583469,0.12239684002747135,7.20286689390229e-5,FALSE
PRK,2010_2015,2015,ok,132238.42192840576,67.55039978027344,1685.1316888782912,55.984413146972656,3.513885377770023e-5,0.059213596178155394,0.001967228250578046,0.059213596011663316,3.5138853876500866e-5,FALSE
PRT,1995_2000,2000,ok,101833.99802017212,71.9259033203125,2412.8474318693266,65.91217803955078,0.011515538377637694,27.78523712483838,0.7590141892433167,27.78523720107578,0.011515538346041248,FALSE
PRT,2000_2005,2005,ok,101833.99802017212,71.9259033203125,3541.8595824557024,66.85890197753906,0.011488564696623418,40.69088289451822,0.76811283826828,40.690882959397946,0.011488564678305434,FALSE
PRT,2005_2010,2010,ok,101833.99802017212,71.9259033203125,2581.4647187625314,55.7762451171875,0.014660802044072595,37.846343180358915,0.8177244663238525,37.84634322553501,0.014660802026572417,FALSE
PRT,2010_2015,2015,ok,101833.99802017212,71.9259033203125,2581.305857946687,66.85890197753906,0.02153587401704692,55.590677926386306,1.4398648738861084,55.59067775620506,0.021535874082975272,FALSE
PRY,1995_2000,2000,ok,410991.2864136696,80.68060302734375,88003.1431182928,79.6458969116211,0.033956330771028116,2988.2638361072777,2.704482316970825,2988.263836614877,0.03395633076526015,FALSE
PRY,2000_2005,2005,ok,410991.2864136696,80.68060302734375,29727.44626373392,79.81712341308594,0.034971328201402516,1039.6082803899299,2.7913107872009277,1039.6082798785958,0.03497132821860325,FALSE
PRY,2005_2010,2010,ok,410991.2864136696,80.68060302734375,43102.8745864686,79.78060150146484,0.07788267258696656,3356.9670686977197,6.213526248931885,3356.9670689750155,0.0778826725805332,FALSE
PRY,2010_2015,2015,ok,410991.2864136696,80.68060302734375,30091.046051631038,79.73580169677734,0.05822934159370011,1752.1818033757113,4.642963409423828,1752.1817994521846,0.05822934172408862,FALSE
PSE,1995_2000,2000,ok,8192.309359073639,73.0458984375,226.79495562893135,71.2914810180664,0.006115227914315486,1.3869028570949833,0.4359636604785919,1.386902843487983,0.006115227974312412,FALSE
PSE,2000_2005,2005,ok,8192.309359073639,73.0458984375,366.5624288191775,65.2268295288086,0.0028072642170311078,1.0290375912173086,0.18310894072055817,1.0290375897320896,0.002807264221082857,FALSE
PSE,2005_2010,2010,ok,8192.309359073639,73.0458984375,90.9355400246568,24.973024368286133,0.0029764844123458026,0.2706682210425835,0.07433182001113892,0.2706682174116388,0.002976484452274577,FALSE
PSE,2010_2015,2015,ok,8192.309359073639,73.0458984375,339.33095566090196,53.7425537109375,0.005053252047290423,1.7147248664979315,0.2715746760368347,1.7147248464024685,0.005053252106511259,FALSE
QAT,1995_2000,2000,ok,12903.443901062012,77.7063980102539,46.34045957447961,4.038848876953125,8.42324e-4,0.0390336816586796,0.0034020193852484226,0.03903368127061396,8.423240083742294e-4,FALSE
QAT,2000_2005,2005,ok,12903.443901062012,77.7063980102539,43.151337229695855,5.729739189147949,0.022345114,0.9642215467616979,0.1280316710472107,0.9642215496499981,0.0223451139330658,FALSE
QAT,2005_2010,2010,ok,12903.443901062012,77.7063980102539,46.352759263128974,7.156749248504639,0,0,0,0,0,FALSE
QAT,2010_2015,2015,ok,12903.443901062012,77.7063980102539,57.98560562788771,8.505146980285645,0,0,0,0,0,FALSE
ROU,1995_2000,2000,ok,242700.6893901825,61.79090118408203,5276.907639047169,59.84459686279297,0.014725741610892398,77.70637832572507,0.8812560439109802,77.70637839715286,0.014725741597356479,FALSE
ROU,2000_2005,2005,ok,242700.6893901825,61.79090118408203,4207.783482035636,59.83238983154297,0.009792632140552763,41.20527580597189,0.5859165787696838,41.20527576666918,0.00979263214989324,FALSE
ROU,2005_2010,2010,ok,242700.6893901825,61.79090118408203,3932.5244125896543,59.788597106933594,0.02200753877021907,86.54518346001578,1.3157998323440552,86.54518347489979,0.022007538766434222,FALSE
ROU,2010_2015,2015,ok,242700.6893901825,61.79090118408203,6285.857906750181,60.94528579711914,0.032261395369640754,202.79054719703169,1.9661799669265747,202.79054716705002,0.03226139537441045,FALSE
RUS,1995_2000,2000,ok,16686567.949591339,64.308502197265625,515942.98257752805,60.062862396240234,0.010851658247624891,5598.836922614976,0.6517816781997681,5598.836922191618,0.010851658248445443,FALSE
RUS,2000_2005,2005,ok,16686567.949591339,64.308502197265625,348416.34101083473,61.892879486083984,0.009372206766863766,3265.4299880879626,0.5800728797912598,3265.4299889076588,0.009372206764511132,FALSE
RUS,2005_2010,2010,ok,16686567.949591339,64.308502197265625,328810.4983999746,61.73203659057617,0.007046721907304636,2317.036142458164,0.4350084960460663,2317.0361424268567,0.0070467219073998486,FALSE
RUS,2010_2015,2015,ok,16686567.949591339,64.308502197265625,369635.9258538362,62.08329391479492,0.00828159784800619,3061.176088160171,0.5141488909721375,3061.176088096905,0.008281597848177346,FALSE
RWA,1995_2000,2000,ok,27126.30371594429,85.46410369873047,6235.825454952337,85.3146743774414,1.6215048140038113e-4,1.0111420964534732,0.013833815231919289,1.0111420994492721,1.6215048091996375e-4,FALSE
